"diputado_id","diputado_apellido","diputado_nombre","diputado_genero","diputado_distrito","mandato_inicio","mandato_fin","diputado_juramento","diputado_cese","diputado_bloque","bloque_inicio","bloque_fin"
"HCDN0079","CARRIO","ELISA MARIA AVELINA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"COALICION CIVICA ARI - UNEN",2013-12-10,2016-02-03
"HCDN0079","CARRIO","ELISA MARIA AVELINA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"COALICION CIVICA",2016-02-04,2017-12-09
"HCDN0079","CARRIO","ELISA MARIA AVELINA","F","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN1361","CARRIZO","ANA CARLA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"SUMA + UNEN",2013-12-10,2016-02-18
"HCDN1361","CARRIZO","ANA CARLA","F","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2016-02-19,2017-12-09
"HCDN1361","CARRIZO","ANA CARLA","F","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"EVOLUCION RADICAL",2017-12-10,2021-12-09
"HCDN1365","CARRIZO","MARIA SOLEDAD","F","CORDOBA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN1365","CARRIZO","MARIA SOLEDAD","F","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN1420","CARRIZO","NILDA MABEL","F","TUCUMAN",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN2366","CARRO","PABLO","M","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1154","CASAÑAS","JUAN FRANCISCO","M","TUCUMAN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1154","CASAÑAS","JUAN FRANCISCO","M","TUCUMAN",2013-12-10,2017-12-09,2014-04-03,2017-12-09,"UCR",2014-04-03,2016-04-04
"HCDN1154","CASAÑAS","JUAN FRANCISCO","M","TUCUMAN",2013-12-10,2017-12-09,2014-04-03,2017-12-09,"DEL BICENTENARIO",2016-04-05,2017-12-09
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-03-29
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PARTIDO BLOQUISTA DE SAN JUAN",2016-03-30,2017-12-05
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"TODOS JUNTOS POR SAN JUAN",2017-12-06,2017-12-06
"HCDN0982","CASELLES","GRACIELA MARIA","F","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PARTIDO BLOQUISTA DE SAN JUAN",2017-12-06,2019-12-09
"HCDN0722","CASERIO","CARLOS ALBERTO","M","CORDOBA",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"UNION POR CORDOBA",2013-12-10,2015-12-09
"HCDN0722","CASERIO","CARLOS ALBERTO","M","CORDOBA",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"UNION POR CORDOBA",2015-12-10,2017-12-09
"HCDN2367","CASSINERIO","PAULO LEONARDO","M","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"CORDOBA FEDERAL",2017-12-10,2021-12-09
"HCDN1454","CASTAGNETO","CARLOS DANIEL","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1117","CASTALDO","NORAH SUSANA","F","TUCUMAN",2007-12-10,2011-12-09,2009-08-05,2011-12-09,"UCR",2009-08-05,2011-12-09
"HCDN1155","CASTAÑON","HUGO","M","RIO NEGRO",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1395","CASTRO","SANDRA DANIELA","F","SAN JUAN",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1395","CASTRO","SANDRA DANIELA","F","SAN JUAN",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1488","CASTRO MOLINA","ENRIQUE ROBERTO","M","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2016-05-24,"COMPROMISO CON SAN JUAN",2015-12-10,2016-05-24
"HCDN1248","CATALAN MAGNI","JULIO CESAR","M","TIERRA DEL FUEGO",2011-12-10,2015-12-09,2011-12-06,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2013-12-09
"HCDN0403","CAVIGLIA","FRANCO AGUSTIN","M","BUENOS AIRES",2013-12-10,2017-12-09,2016-03-15,2017-12-09,"JUNTOS POR ARGENTINA",2016-03-15,2017-12-09
"HCDN0983","CEJAS","JORGE ALBERTO","M","RIO NEGRO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0983","CEJAS","JORGE ALBERTO","M","RIO NEGRO",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN2368","CERRUTI","GABRIELA","F","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1156","CHEMES","JORGE OMAR","M","ENTRE RIOS",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1157","CHIENO","MARIA ELENA PETRONA","F","CORRIENTES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0986","CHIQUICHANO","ROSA LAUDELINA","F","CHUBUT",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1249","CIAMPINI","JOSE ALBERTO","M","NEUQUEN",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1249","CIAMPINI","JOSE ALBERTO","M","NEUQUEN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1158","CICILIANI","ALICIA MABEL","F","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PARTIDO SOCIALISTA",2009-12-10,2013-12-09
"HCDN1158","CICILIANI","ALICIA MABEL","F","SANTA FE",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"PARTIDO SOCIALISTA",2013-12-10,2017-12-09
"HCDN0594","CIGOGNA","LUIS FRANCISCO JORGE","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0594","CIGOGNA","LUIS FRANCISCO JORGE","M","BUENOS AIRES",2013-12-10,2017-12-09,2014-12-16,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2014-12-16,2017-12-09
"HCDN1250","CLERI","MARCOS","M","SANTA FE",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1250","CLERI","MARCOS","M","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0934","CLOSS","MAURICE FABIAN","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-06-15
"HCDN0934","CLOSS","MAURICE FABIAN","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2017-12-09,"FRENTE DE LA CONCORDIA MISIONERO",2016-06-16,2017-12-09
"HCDN1066","COBOS","JULIO CESAR CLETO","M","MENDOZA",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"UCR",2013-12-10,2015-12-09
"HCDN0867","COLLANTES","GENARO AURELIO","M","CATAMARCA",2009-12-10,2013-12-09,2009-12-03,2009-12-25,"UCR",2009-12-10,2009-12-25
"HCDN0726","COMELLI","ALICIA MARCELA","F","NEUQUEN",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"MOV POP NEUQUINO",2007-12-10,2011-12-09
"HCDN0726","COMELLI","ALICIA MARCELA","F","NEUQUEN",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"MOV POP NEUQUINO",2011-12-10,2015-12-09
"HCDN1159","COMI","CARLOS MARCELO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA",2009-12-10,2011-12-05
"HCDN1159","COMI","CARLOS MARCELO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA - ARI",2011-12-06,2013-12-09
"HCDN1566","CONESA","EDUARDO RAUL","M","CIUDAD DE BUENOS AIRES",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"UNION PRO",2016-03-01,2017-12-09
"HCDN0181","CONTI","DIANA BEATRIZ","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0181","CONTI","DIANA BEATRIZ","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN2369","CONTIGIANI","LUIS GUSTAVO","M","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PARTIDO SOCIALISTA",2017-12-10,2018-06-10
"HCDN2369","CONTIGIANI","LUIS GUSTAVO","M","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2018-06-11,2021-12-09
"HCDN1332","CONTRERA","MONICA GRACIELA","F","CHUBUT",2011-12-10,2015-12-09,2013-03-13,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-03-13,2015-12-09
"HCDN1578","COPES","ANA ISABEL","F","SANTA FE",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"DEMOCRATA PROGRESISTA",2016-03-01,2017-12-09
"HCDN0597","CORDOBA","STELLA MARIS","F","TUCUMAN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN2370","CORREA","WALTER","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN0984","CORTINA","ROY","M","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PARTIDO SOCIALISTA",2007-12-10,2011-12-09
"HCDN0984","CORTINA","ROY","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"PARTIDO SOCIALISTA",2011-12-10,2015-12-09
"HCDN1160","COSTA","EDUARDO RAUL","M","SANTA CRUZ",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1160","COSTA","EDUARDO RAUL","M","SANTA CRUZ",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN2282","COULY","VERONICA CAROLINA","F","BUENOS AIRES",2013-12-10,2017-12-09,2017-02-15,2017-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2017-02-15,2017-12-09
"HCDN1580","COUSINET","GRACIELA","F","MENDOZA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"LIBRES DEL SUR",2016-03-01,2017-12-09
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2007-12-10,2011-12-09,2007-12-05,2009-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2009-07-27
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2007-12-10,2011-12-09,2007-12-05,2009-12-09,"PERONISMO FEDERAL",2009-07-28,2009-12-09
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2007-12-10,2011-12-09,2007-12-05,2009-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN0985","CREMER DE BUSTI","MARIA CRISTINA","F","ENTRE RIOS",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UNION POR ENTRE RIOS",2013-12-10,2017-12-09
"HCDN2371","CRESTO","MAYDA","F","ENTRE RIOS",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"JUSTICIALISTA",2017-12-10,2021-12-09
"HCDN1071","CUCCOVILLO","RICARDO OSCAR","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"PARTIDO SOCIALISTA",2007-12-10,2011-12-09
"HCDN1071","CUCCOVILLO","RICARDO OSCAR","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"PARTIDO SOCIALISTA",2011-12-10,2015-12-09
"HCDN1161","CURRILEN","OSCAR RUBEN","M","CHUBUT",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISTA",2009-12-10,2011-12-05
"HCDN1161","CURRILEN","OSCAR RUBEN","M","CHUBUT",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-06,2013-12-09
"HCDN0600","CUSINATO","GUSTAVO","M","ENTRE RIOS",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN1340","DAER","HECTOR RICARDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-12-09
"HCDN1340","DAER","HECTOR RICARDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2017-05-15
"HCDN1340","DAER","HECTOR RICARDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"BLOQUE DE LOS TRABAJADORES",2017-05-16,2017-12-09
"HCDN1374","D'AGOSTINO","JORGE MARCELO","M","ENTRE RIOS",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN0409","DAHER","ZULEMA BEATRIZ","F","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2008-11-18
"HCDN0409","DAHER","ZULEMA BEATRIZ","F","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNION PERONISTA",2008-11-19,2009-12-09
"HCDN0409","DAHER","ZULEMA BEATRIZ","F","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PERONISMO FEDERAL",2009-12-10,2011-10-25
"HCDN0409","DAHER","ZULEMA BEATRIZ","F","SALTA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNION PERONISTA",2011-10-26,2011-12-09
"HCDN1339","D'ALESSANDRO","MARCELO SILVIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2016-03-11,"FRENTE RENOVADOR",2013-12-10,2015-12-09
"HCDN1339","D'ALESSANDRO","MARCELO SILVIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2016-03-11,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2016-03-11
"HCDN0987","DAMILANO GRIVARELLO","VIVIANA MONICA","F","CHACO",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0083","DAS NEVES","MARIO","M","CHUBUT",2013-12-10,2017-12-09,2013-12-04,2015-12-10,"TRABAJO Y DIGNIDAD",2013-12-10,2015-12-10
"HCDN0988","DATO","ALFREDO CARLOS","M","TUCUMAN",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0988","DATO","ALFREDO CARLOS","M","TUCUMAN",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1486","DAVID","JAVIER","M","SALTA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-02-03
"HCDN1486","DAVID","JAVIER","M","SALTA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"JUSTICIALISTA",2016-02-04,2019-12-09
"HCDN1251","DE FERRARI RUEDA","PATRICIA","F","CORDOBA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UCR",2011-12-10,2015-12-09
"HCDN1252","DE GENNARO","VICTOR NORBERTO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UNIDAD POPULAR",2011-12-10,2015-12-09
"HCDN0732","DE LA ROSA","MARIA GRACIELA","F","FORMOSA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0871","DE MARCHI","OMAR BRUNO","M","MENDOZA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"DEMOCRATA DE MENDOZA",2009-12-10,2013-12-09
"HCDN0668","DE MENDIGUREN","JOSE IGNACIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-12-09
"HCDN0668","DE MENDIGUREN","JOSE IGNACIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2017-12-09
"HCDN0668","DE MENDIGUREN","JOSE IGNACIO","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2017-12-10,2021-12-09
"HCDN0872","DE NARVAEZ","FRANCISCO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN0872","DE NARVAEZ","FRANCISCO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN0872","DE NARVAEZ","FRANCISCO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2015-12-03,"UNION CELESTE Y BLANCO",2013-12-10,2015-12-03
"HCDN1253","DE PEDRO","EDUARDO ENRIQUE","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-02-26,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-02-26
"HCDN1253","DE PEDRO","EDUARDO ENRIQUE","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1493","DE PONTI","LUCILA MARIA","F","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-06-22
"HCDN1493","DE PONTI","LUCILA MARIA","F","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2018-10-25
"HCDN1493","DE PONTI","LUCILA MARIA","F","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"MOVIMIENTO EVITA",2018-10-26,2019-12-09
"HCDN1162","DE PRAT GAY","ALFONSO","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA",2009-12-10,2011-12-05
"HCDN1162","DE PRAT GAY","ALFONSO","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"COALICION CIVICA - ARI",2011-12-06,2013-12-09
"HCDN0703","DE VIDO","JULIO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0989","DEL CAMPILLO","HECTOR EDUARDO","M","CORDOBA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN1383","DEL CAÑO","NICOLAS","M","MENDOZA",2013-12-10,2017-12-09,2013-12-04,2015-12-02,"PTS - FRENTE DE IZQUIERDA",2013-12-10,2015-12-02
"HCDN1383","DEL CAÑO","NICOLAS","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PTS - FRENTE DE IZQUIERDA",2017-12-10,2021-12-09
"HCDN2372","DEL CERRO","GONZALO PEDRO ANTONIO","M","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN2373","DEL PLA","ROMINA","F","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",2017-12-10,2021-12-09
"HCDN2374","DELU","MELINA AIDA","F","LA PAMPA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"JUSTICIALISTA",2017-12-10,2021-12-09
"HCDN0875","DEPETRI","EDGARDO FERNANDO","M","BUENOS AIRES",2009-12-10,2013-12-09,2010-11-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2010-11-03,2013-12-09
"HCDN0875","DEPETRI","EDGARDO FERNANDO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN2438","DERNA","VERONICA","F","MISIONES",2015-12-10,2019-12-09,2017-12-18,2019-12-09,"FRENTE DE LA CONCORDIA MISIONERO",2017-12-18,2019-12-09
"HCDN1481","DI STEFANO","DANIEL","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2017-12-06
"HCDN1481","DI STEFANO","DANIEL","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE DE LA CONCORDIA MISIONERO",2017-12-07,2019-12-09
"HCDN0876","DI TULLIO","JULIANA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0876","DI TULLIO","JULIANA","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN0739","DIAZ","SUSANA ELADIA","F","TUCUMAN",2007-12-10,2011-12-09,2007-12-05,2011-10-26,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-10-26
"HCDN0412","DIAZ BANCALARI","JOSE MARIA","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0412","DIAZ BANCALARI","JOSE MARIA","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0877","DIAZ ROIG","JUAN CARLOS","M","FORMOSA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0877","DIAZ ROIG","JUAN CARLOS","M","FORMOSA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1519","DINDART","JULIAN","M","CORRIENTES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN1118","DOMINGUEZ","JULIAN ANDRES","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN2335","DOMINGUEZ","RAMON ALFREDO","M","SAN LUIS",2013-12-10,2017-12-09,2017-07-05,2017-12-09,"COMPROMISO FEDERAL",2017-07-05,2017-12-09
"HCDN1483","DOÑATE","CLAUDIO MARTIN","M","RIO NEGRO",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"ENCUENTRO POPULAR",2007-12-10,2007-12-25
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"ENCUENTRO POPULAR Y SOCIAL",2007-12-26,2009-12-09
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"LIBRES DEL SUR",2009-12-10,2011-12-09
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"LIBRES DEL SUR",2011-12-10,2015-12-09
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"LIBRES DEL SUR",2015-12-10,2018-10-29
"HCDN1073","DONDA PEREZ","VICTORIA ANALIA","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"SOMOS",2018-10-30,2019-12-09
"HCDN1228","DONKIN","CARLOS GUILLERMO","M","FORMOSA",2007-12-10,2011-12-09,2010-11-10,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2010-11-10,2011-12-09
"HCDN1228","DONKIN","CARLOS GUILLERMO","M","FORMOSA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1255","DUCLOS","OMAR ARNALDO","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"GEN",2011-12-10,2015-12-09
